"/* Jun Da: Modern Chinese Character Frequency List */",,,,,
"/* 笪骏现代汉语单字频率列表 */",,,,,
"/* http://lingua.mtsu.edu */",,,,,
"/* 拼音取自于http://www.mandarintools.com/cedict.html, http://www.chinese-forums.com/vocabulary/和http://sh.netsh.com/bbs/1951/。 */",,,,,
"/* 英文翻译来自于CEDICT at http://www.mandarintools.com/cedict.html */",,,,,
"序列号","汉字","频率","累计频率(%)","拼音","英文翻译"
339,"让",125660,67.35,"rang4","to ask/to let/permit/have (someone do something)/to yield/to allow"
340,"识",125220,67.42,"shi2/zhi4","to know/knowledge, to record/write a footnote"
341,"候",124865,67.48,"hou4","wait"
342,"带",124619,67.55,"dai4","band/belt/girdle/ribbon/area/zone/region/wear/carry/lead/bring/consists of/show/and"
343,"导",124463,67.61,"dao3","to transmit/to lead/to guide/to conduct/to direct"
344,"争",124420,67.68,"zheng1","struggle/fight"
345,"运",123903,67.74,"yun4","to move/to transport/to use/to apply/fortune/luck/fate"
346,"笑",122902,67.8,"xiao4","laugh/smile"
347,"飞",122290,67.87,"fei1","to fly"
348,"风",121803,67.93,"feng1","wind/news/style/custom/manner"
349,"步",121267,67.99,"bu4","a step/a pace/walk/march/stages in a process"
350,"改",121023,68.05,"gai3","to change/to alter/to transform/to correct"
351,"收",120897,68.12,"shou1","to receive/to accept/to collect/in care of (used on address line after name)"
352,"根",120778,68.18,"gen1","radical (chem.)/root/basis"
353,"干",120564,68.24,"gan1/gan4","dry/to concern/shield, to work/to do/to manage, manage/stem"
354,"造",120496,68.3,"zao4","to make/to build/to invent/to manufacture"
355,"言",120308,68.37,"yan2","to speak/to say/talk/word"
356,"联",120301,68.43,"lian2","to ally/to unite/to join"
357,"持",119990,68.49,"chi2","to grasp/to hold/support/manage/direct/maintain"
358,"组",119734,68.55,"zu3","to form/compose/make up/group/to organize/cord"
359,"每",119594,68.61,"mei3","each/every"
360,"济",119161,68.68,"ji4","aid/ferry/frugal"
361,"车",118824,68.74,"che1/ju1","car/a vehicle/machine/to shape with a lathe, vehicle on land"
362,"亲",118451,68.8,"qin1/qing4","dear/intimate/parent/relation/closely related, parents-in-law of one's offspring"
363,"极",117736,68.86,"ji2","extremely/pole (geography, physics)/utmost/top"
364,"林",117675,68.92,"lin2","woods/forest"
365,"服",116961,68.98,"fu2","clothes/dress/garment/submit/take (medicine)"
366,"快",116923,69.04,"kuai4","fast/quick/swift"
367,"办",116904,69.1,"ban4","to do/to manage/to handle/to go about/to run/to set up/to deal with"
368,"议",116810,69.16,"yi4","criticize/discuss"
369,"往",116539,69.22,"wang3/wang4","to go (in a direction)/past/previous/towards, toward/(of a train) bound for"
370,"元",116488,69.28,"yuan2","(dynasty)/dollar/primary/first"
371,"英",116193,69.34,"ying1","(surname)/English/brave"
372,"士",115704,69.4,"shi4","scholar/warrior/knight"
373,"证",115610,69.46,"zheng4","prove, confirm, verify/proof, certificate/proof/to prove/to demonstrate/to confirm/certificate/proof"
374,"近",115441,69.52,"jin4","near/close (to)/approximately"
375,"失",115346,69.58,"shi1","to lose/to miss/to fail"
376,"转",115087,69.64,"zhuan3/zhuan4","to convey/to forward (mail)/to transfer/to turn/to shift, to revolve/to turn/to circle about/to walk about"
377,"夫",114784,69.7,"fu1","porter, husband/man"
378,"令",114570,69.76,"ling4","make or cause to be/order/command/decree/honorable"
379,"准",113877,69.82,"zhun3","to allow/to grant/to permit/accurate/standard, accurate/standard"
380,"布",113652,69.88,"bu4","diffuse/extend/notify, to declare/to announce/to spread/to make known/spread/(cotton) cloth"
381,"始",112987,69.93,"shi3","begin"
382,"怎",112294,69.99,"zen3","how"
383,"呢",112185,70.05,"ne/ni2","(question particle), woolen material"
384,"存",110970,70.11,"cun2","exist/deposit/store/keep/survive"
385,"未",110491,70.17,"wei4","1-3 p.m./8th earthly branch/not yet/did not/have not/not"
386,"远",110455,70.22,"yuan3","far/distant/remote"
387,"叫",110131,70.28,"jiao4","to (be) call(ed)"
388,"台",109362,70.34,"tai2","surname/(classical) you (in letters)/platform/Taiwan (abbr.), desk/platform, (measure word)/platform/stage/terrace/stand/support/desk/station/broadcasting station, typhoon"
389,"单",109359,70.39,"chan2/dan1/shan4","chieftain, bill/list/form/single/only/sole, (surname)"
390,"影",108862,70.45,"ying3","picture/image/reflection/shadow"
391,"具",108811,70.5,"ju4","tool/device/utensil/equipment/instrument"
392,"罗",108376,70.56,"luo1/luo2","fussy/talkative, subordinate in a gang of bandits, (surname)/gauze/to collect/to gather/to catch/to shift"
393,"字",108218,70.62,"zi4","letter/symbol/character/word"
394,"爱",108167,70.67,"ai4","to love/affection/to be fond of/to like"
395,"击",107513,70.73,"ji1","to hit/to strike/to break"
396,"流",107397,70.78,"liu2","to flow/to spread/to circulate/to move"
397,"备",107114,70.84,"bei4","to prepare/get ready/to provide or equip"
398,"兵",106982,70.89,"bing1","soldiers/a force/an army/weapons/arms/military/warlike"
399,"连",106814,70.95,"lian2","(surname)/even/as/join/to link/successively"
400,"调",106379,71,"diao4/tiao2","mode (music)/to move (troops)/tune/tone/melody/to transfer, harmonize/reconcile/blend/suit well/provoke/incite"
401,"深",105924,71.06,"shen1","deep/profound"
402,"商",105406,71.11,"shang1","commerce/consult"
403,"算",105293,71.17,"suan4","regard as/to figure/to calculate/to compute"
404,"质",104560,71.22,"zhi4","hostage/substance/nature/quality"
405,"团",104151,71.28,"tuan2","regiment/round/circular/group/society, dumpling"
406,"集",104019,71.33,"ji2","to gather/to collect/collected works"
407,"百",103938,71.38,"bai3","hundred"
408,"需",103832,71.44,"xu1","to require/to need/to want/necessity/need"
409,"价",103634,71.49,"jia4/jie","price/value/valence (on an atom), great/good/middleman/servant"
410,"花",103367,71.54,"hua1","flower/blossom/to spend (money, time)/fancy pattern"
411,"党",103165,71.6,"dang3","party, party/association/club/society"
412,"华",103158,71.65,"hua2/hua4","(abbreviation for) China/(surname) Hua/magnificent/splendid/flowery, (surname)/name of a mountain"
413,"城",102833,71.7,"cheng2","city walls/city/town"
414,"石",102149,71.76,"dan4/shi2","10 pecks, rock/stone"
415,"级",102018,71.81,"ji2","level/grade/rank/step"
416,"整",100910,71.86,"zheng3","exactly/in good order/whole/complete/entire/in order/orderly"
417,"府",100771,71.91,"fu3","prefecture/mansion"
418,"离",100744,71.97,"li2","to leave/to depart/to go away/from"
419,"况",100680,72.02,"kuang4","moreover/situation"
420,"亚",100251,72.07,"ya4","Asia/Asian/second/next to/inferior"
421,"请",100226,72.12,"qing3","to ask/to invite/please (do sth)/to treat (to a meal, etc)/to request"
422,"技",99790,72.17,"ji4","skill"
423,"际",99412,72.22,"ji4","border/edge/boundary/between/among/interval/while"
424,"约",99148,72.28,"yao1/yue1","weigh, appointment/agreement/to arrange/to restrict/approximately"
425,"示",98963,72.33,"shi4","to show/reveal"
426,"复",98822,72.38,"fu4","again/recover/reply to a letter/to repeat/to duplicate, repeat, double, overlap"
427,"病",98692,72.43,"bing4","ailment/sickness/illness/disease/fall ill/sick/defect"
428,"息",98447,72.48,"xi1","news/interest/breath/rest"
429,"究",98377,72.53,"jiu1","after all/to investigate/to study carefully"
430,"线",98261,72.58,"xian4","thread/string/wire/line"
431,"似",98057,72.63,"si4","to seem/to appear/similar/like/to resemble"
432,"官",97897,72.68,"guan1","official/government"
433,"火",97760,72.73,"huo3","fire"
434,"断",97235,72.78,"duan4","absolutely/decidedly (in negative constructions)/break/to judge"
435,"精",97135,72.83,"jing1","energy/perfect/excellent/refined/very/proficient"
436,"满",96954,72.88,"man3","Manchurian/to fill/to fulfill/filled/packed"
437,"支",96814,72.93,"zhi1","(a measure word)/to support/to sustain/to erect/to raise/branch/division/to draw money"
438,"视",96326,72.98,"shi4","to look at/to regard/to inspect"
439,"消",96263,73.03,"xiao1","consume/news/subside/to disappear/to vanish"
440,"越",95657,73.08,"yue4","to exceed/to climb over/to surpass/the more ... the more"
441,"器",95444,73.13,"qi4","device/tool/utensil"
442,"容",95407,73.18,"rong2","to hold/to contain/to allow/appearance/look/countenance"
443,"照",95020,73.23,"zhao4","according to/in accordance with/to shine/to illuminate/to reflect/photograph"
444,"须",94903,73.28,"xu1","beard/necessary/must, beard/mustache"
445,"九",94580,73.33,"jiu3","nine/9"
446,"增",93869,73.38,"zeng1","to increase/to expand/to add"
447,"研",93761,73.42,"yan2","grind fine/study/research"
448,"写",93710,73.47,"xie3","to write"
449,"称",93638,73.52,"chen4/cheng1/cheng4","balanced/to fit/well-off/suitable, to call/to praise/to weigh/to estimate/to consider/to call/to address/to name/to say/commend, steelyard"
450,"企",93453,73.57,"qi3","plan a project/stand on tiptoe"
451,"八",92700,73.62,"ba1","eight/8"
452,"功",92052,73.67,"gong1","merit/achievement/result/service/accomplishment"
453,"吗",91639,73.71,"ma3/ma","morphine, (question tag)"
454,"包",91240,73.76,"bao1","to cover/to wrap/to hold/to include/to take charge of/package/wrapper/container/bag/to hold or embrace/bundle/packet/to contract (to or for)"
455,"片",90559,73.81,"pian1/pian4","disc/sheet, a slice/piece/flake/thin/slice"
456,"史",90469,73.85,"shi3","history"
457,"委",90263,73.9,"wei1/wei3","crooked, give up/indeed/to commission"
458,"乎",90127,73.95,"hu1","(interrog. part.)"
459,"查",90039,73.99,"cha2/zha1","to research/to check/to investigate/to examine/to refer to/to search, (surname)"
460,"轻",89852,74.04,"qing1","light/easy/gentle/soft/reckless/unimportant/frivolous/small in number/unstressed/neutral/soft"
461,"易",89730,74.09,"yi4","(surname)/change/easy/simple"
462,"早",89623,74.13,"zao3","early/morning"
463,"曾",89328,74.18,"ceng2/zeng1","(refers to something that happened previously)/already/at some time in the past/before/once, (surname)/great-grand (father)"
464,"除",89272,74.22,"chu2","remove/do away with/wipe out/divide/except"
465,"农",88412,74.27,"nong2","agriculture"
466,"找",88247,74.32,"zhao3","to try to find/to look for/to call on (sb)/to find/to seek/to return/to look for"
467,"装",88143,74.36,"zhuang1","adornment/adorn/costume/dress/clothing"
468,"广",87900,74.41,"guang3","wide/numerous/to spread"
469,"显",87825,74.45,"xian3","prominent/conspicuous"
470,"吧",87536,74.5,"ba1/ba","(onomat.)/dumb, (modal particle indicating polite suggestion)/...right?/...OK?"
471,"阿",87159,74.54,"a1/a4/a/e1","an initial particle/prefix to names of people, (phonetic character), (final part.)/(interj.), flatter"
472,"李",86593,74.59,"li3","(a surname)/plum"
473,"标",86324,74.63,"biao1","the topmost branches of a tree/surface/sign/to mark/(outward) sign/indication/prize/award/bid"
474,"谈",86089,74.68,"tan2","to speak/to talk/to converse/to chat/to discuss/(surname)"
475,"吃",85976,74.72,"chi1/ji2","eat/eradicate/destroy/receive, eat, stammer"
476,"图",85957,74.77,"tu2","diagram/to plan/picture/drawing/chart"
477,"念",85953,74.81,"nian4","read aloud, to read aloud"
478,"六",85830,74.85,"liu4","six/6"
479,"引",85740,74.9,"yin3","to lead/to divert (water)/to guide"
480,"历",85487,74.94,"li4","calendar, to experience/to undergo/to pass through/all/each/every/calendar"
481,"首",85036,74.99,"shou3","head/chief/first (occasion)/first (thing)/measure word for poems"
482,"医",84620,75.03,"yi1","medical/medicine/doctor/to cure/to treat"
483,"局",84587,75.07,"ju2","narrow, (a measure word used for games) set or round office/situation/office"
484,"突",84474,75.12,"tu1","to dash/to move forward quickly"
485,"专",84361,75.16,"zhuan1","for a particular person, occasion, purpose/focused on one thing/special/expert/particular (to sth)/concentrated/specialized, concentrated/specialized"
486,"费",84359,75.2,"fei4","to cost/to spend/fee/wasteful/expenses/(surname)"
487,"号",84335,75.25,"hao2/hao4","roar/cry, day of a month/(suffix used after) name of a ship/(ordinal) number"
488,"尽",84270,75.29,"jin3/jin4","to the utmost, to use up/to exhaust/to end/to finish/to the utmost/exhausted/finished/to the limit (of sth)"
489,"另",83702,75.34,"ling4","other/another/separate/separately"
490,"周",83366,75.38,"zhou1","(surname)/complete/encircle/circuit/lap/week/cycle/all/every/attentive/thoughtful, bestow alms, cycle/week"
491,"较",82870,75.42,"jiao4","clear/distinct/compare/comparatively"
492,"注",82869,75.46,"zhu4","to inject/to pour into/to concentrate/to pay attention/to note/to comment on/to record/to register/to annotate, annotate"
493,"语",82805,75.51,"yu3/yu4","dialect/language/speech, tell to"
494,"仅",82729,75.55,"jin3","barely/only/merely"
495,"考",82688,75.59,"kao3","to check/to verify/to test/to examine"
496,"落",82641,75.64,"la4/luo4","leave behind, alight/to fall/to drop (behind)"
497,"青",82619,75.68,"qing1","green (blue, black)"
498,"随",82599,75.72,"sui2","to follow/to comply with/to allow/(surname)"
499,"选",82498,75.76,"xuan3","to choose/to pick/to select/to elect"
500,"列",82418,75.81,"lie4","to arrange/to line up/row/file/series"
501,"武",81863,75.85,"wu3","martial/military"
502,"红",81852,75.89,"hong2","bonus/popular/red/revolutionary"
503,"响",81702,75.93,"xiang3","to make a sound/to sound/to ring/(a measure word for sound)/loud"
504,"虽",81097,75.97,"sui1","although/even though"
505,"推",80933,76.02,"tui1","push/refuse (responsibility)/shove"
506,"势",80705,76.06,"shi4","conditions/influence/tendency"
507,"参",80663,76.1,"can1/shen1","take part in/participate/join/attend/to join/unequal/varied/irregular/to counsel/uneven/not uniform, ginseng"
508,"希",80460,76.14,"xi1","rare/infrequent"
509,"古",80454,76.18,"gu3","ancient/old"
510,"众",80390,76.22,"zhong4","multitude"
511,"构",80364,76.27,"gou4","Broussonetia papyrifera/to construct/to form/to make up/to compose"
512,"房",80320,76.31,"fang2","house"
513,"半",80183,76.35,"ban4","half/semi-/incomplete/(after a number) and a half/half"
514,"节",80074,76.39,"jie2/jie1","festival/section/segment/point/part/to economize/to save/temperate"
515,"土",79809,76.43,"tu3","earth/dust"
516,"投",79708,76.47,"tou2","to throw/to send"
517,"某",79482,76.51,"mou3","(used before measure word and noun) some/(a) certain/so and so"
518,"案",79395,76.55,"an4","(legal) case/incident/record/file/table"
519,"黑",78896,76.6,"hei1","black/dark"
520,"维",78877,76.64,"wei2","to preserve/to maintain/to hold together/dimension"
521,"革",78685,76.68,"ge2","leather/remove"
522,"划",78648,76.72,"hua2/hua4","to row, to delimit/to transfer/to assign/to differentiate/to mark off/to draw (a line)/to delete/stroke of a Chinese character"
523,"敌",78620,76.76,"di2","enemy/match"
524,"致",78238,76.8,"zhi4","fine and close, to send/to devote/to deliver/to cause/to convey"
525,"陈",77914,76.84,"chen2","arrange/exhibit/narrate/tell/old/stale/a surname/to state/to display/to explain/(surname)"
526,"律",77818,76.88,"lu:4/lv4","law"
527,"足",77385,76.92,"zu2","foot/to be sufficient"
528,"态",77219,76.96,"tai4","attitude"
529,"护",76993,77,"hu4","protect"
530,"七",76766,77.04,"qi1","seven/7"
531,"兴",76760,77.08,"xing1/xing4","flourish/it is the fashion to/to become popular, interest"
532,"派",76750,77.12,"pai4","clique/school/group/faction/to dispatch"
533,"孩",76620,77.16,"hai2","child"
534,"验",76542,77.2,"yan4","to examine/to test/to check"
535,"责",76377,77.24,"ze2","duty/responsibility/to reproach/to blame"
536,"营",76372,77.28,"ying2","army/to deal in/to trade/to operate/to run/camp/nourishment/to manage"
537,"星",76320,77.32,"xing1","star/satellite/small amount"
538,"够",76181,77.35,"gou4","to reach/to be enough"
539,"章",76098,77.39,"zhang1","(surname)/chapter/seal/section"
540,"音",76043,77.43,"yin1","sound/noise/news"
541,"跟",75958,77.47,"gen1","to follow/to go with/heel/with/and"
542,"志",75904,77.51,"zhi4","the will, sign/mark/to record/write a footnote"
543,"底",75728,77.55,"de/di3","(possessive part.)/(subor. part.), background/bottom/base"
544,"站",75402,77.59,"zhan4","station/to stand/to halt/to stop"
545,"严",75278,77.63,"yan2","(air or water) tight/stern/serious/strict/severe"
546,"巴",74917,77.67,"ba1","(suff. for certain nouns)/to hope/to wish/Palestinian, Palestine (abbrev.)/Pakistan (abbrev.)/Pascal (unit of pressure)"
547,"例",74579,77.71,"li4","example/precedent/rule/case/instance"
548,"防",74459,77.74,"fang2","to protect/to defend/to guard (against)"
549,"族",74174,77.78,"zu2","race/nationality/ethnicity/clan"
550,"供",74168,77.82,"gong1/gong4","offer (information etc.)/supply, offer/sacrificial offering/trial statement/confession"
